X,Y,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,number,type
-90.9928034775557,48.051437123605,Portage 90,,Portage 90 - Rods: 77 Feet: 1587,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=90&elat=48.0529420483&elon=-90.9917783073,Portage Link,,,,,,
-90.2812219498512,48.034449867557,Portage 91,,Portage 91 - Rods: 11 Feet: 200,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=91&elat=48.0343895476&elon=-90.2814292807,Portage Link,,,,,,
-90.636341205417,48.041691047847,Portage 92,,Portage 92 - Rods: 13 Feet: 153,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=92&elat=48.0419756557&elon=-90.6363982018,Portage Link,,,,,,
-92.0295705408553,48.0586526152745,Portage 93,,Portage 93 - Rods: 43 Feet: 737,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=93&elat=48.0592103985&elon=-92.0308975635,Portage Link,,,,,,
-90.9761965333505,48.0399435215237,Portage 94,,Portage 94 - Rods: 24 Feet: 510,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=94&elat=48.03964972&elon=-90.9767560139,Portage Link,,,,,,
-90.5279743223221,48.0301636972045,Portage 95,,Portage 95 - Rods: 26 Feet: 238,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=95&elat=48.0303756924&elon=-90.5284153102,Portage Link,,,,,,
-91.8055532813834,48.049773762012,Portage 96,,Portage 96 - Rods: 11 Feet: 228,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=96&elat=48.050222517&elon=-91.8054464543,Portage Link,,,,,,
-90.5250679546402,48.0277931402208,Portage 97,,Portage 97 - Rods: 12 Feet: 17,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=97&elat=48.0278155038&elon=-90.525061853,Portage Link,,,,,,
-91.0256488932915,48.0375088630045,Portage 98,,Portage 98 - Rods: 13 Feet: 163,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=98&elat=48.0378300609&elon=-91.025748989,Portage Link,,,,,,
-90.5249521330428,48.0275522467755,Portage 99,,Portage 99 - Rods: 12 Feet: 225,bwca.com,https://bwca.com/index.cfm?fuseaction=maps.portage_info&entityid=99&elat=48.0277707767&elon=-90.5250740563,Portage Link,,,,,,
